year,district_name,county_name,volumes,readings,agree,spread,chosen_volume,chosen_value
1985,JULESBURG RE-1,SEDGWICK,1986;1987,1986:383;1987:363,False,20,1986,383
1979,CHERAW 31,Otero,1986;1987,1986:184;1987:184,True,0,1986,184
1979,SWINK,Otero,1986;1987,1986:344;1987:344,True,0,1986,344
1979,OURAY,Ouray,1986;1987,1986:178;1987:178,True,0,1986,178
1979,PLATTE CANYON,Park,1986;1987,1986:903;1987:903,True,0,1986,903
1979,PARK COUNTY,Park,1986;1987,1986:334;1987:334,True,0,1986,334
1979,HOLYOKE,Phillips,1986;1987,1986:634;1987:634,True,0,1986,634
1979,HAXTUN,Phillips,1986;1987,1986:339;1987:339,True,0,1986,339
1979,ASPEN,Pitkin,1986;1987,1986:1012;1987:1012,True,0,1986,1012
1979,GRANADA RE-1,Prowers,1986;1987,1986:359;1987:359,True,0,1986,359
1979,LAMAR RE-2,Prowers,1986;1987,1986:2069;1987:2069,True,0,1986,2069
1979,HOLLY RE-3,Prowers,1986;1987,1986:396;1987:396,True,0,1986,396
1979,WILEY RE-13 JT,Prowers,1986;1987,1986:240;1987:240,True,0,1986,240
1979,PUEBLO CITY 60,Pueblo,1986;1987,1986:21513;1987:21513,True,0,1986,21513
1979,PUEBLO COUNTY RURAL 70,Pueblo,1986;1987,1986:5010;1987:5010,True,0,1986,5010
1979,MEEKER RE1,Rio Blanco,1986;1987,1986:853;1987:853,True,0,1986,853
1979,RANGELY RE-4,Rio Blanco,1986;1987,1986:539;1987:539,True,0,1986,539
1979,DEL NORTE,Rio Grande,1986;1987,1986:804;1987:804,True,0,1986,804
1979,MONTE VISTA,Rio Grande,1986;1987,1986:1414;1987:1414,True,0,1986,1414
1979,SARGENT,Rio Grande,1986;1987,1986:375;1987:375,True,0,1986,375
1979,HAYDEN,Routt,1986;1987,1986:583;1987:583,True,0,1986,583
1979,STEAMBOAT SPRINGS,Routt,1986;1987,1986:1442;1987:1442,True,0,1986,1442
1979,SOUTH ROUTT,Routt,1986;1987,1986:515;1987:515,True,0,1986,515
1979,MOUNTAIN VALLEY,Saguache,1986;1987,1986:268;1987:268,True,0,1986,268
1979,MOFFAT,Saguache,1986;1987,1986:76;1987:76,True,0,1986,76
1979,CENTER 26 JT.,SAGUACHE,1986;1987,1986:604;1987:604,True,0,1986,604
1979,SILVERTON 1,SAN JUAN,1986;1987,1986:161;1987:161,True,0,1986,161
1979,TELLURIDE R-1,SAN MIGUEL,1986;1987,1986:234;1987:234,True,0,1986,234
1979,NORWOOD R-2J,SAN MIGUEL,1986;1987,1986:335;1987:335,True,0,1986,335
1979,EGNAR 18,SAN MIGUEL,1986;1987,1986:72;1987:72,True,0,1986,72
1979,JULESBURG RE-1,SEDGWICK,1986;1987,1986:394;1987:394,True,0,1986,394
1979,PLATTE VALLEY RE-3,SEDGWICK,1986;1987,1986:281;1987:281,True,0,1986,281
1979,SUMMIT RE-1,SUMMIT,1986;1987,1986:1305;1987:1305,True,0,1986,1305
1979,WOODLAND PARK RE-2,Teller,1986;1987,1986:1733;1987:1733,True,0,1986,1733
1979,AKRON R-1,Washington,1986;1987,1986:517;1987:517,True,0,1986,517
1979,ARICKAREE R-2,Washington,1986;1987,1986:137;1987:137,True,0,1986,137
1979,OTIS R-3,Washington,1986;1987,1986:198;1987:198,True,0,1986,198
1979,LONE STAR 101,Washington,1986;1987,1986:73;1987:73,True,0,1986,73
1979,WOODLIN 104,Washington,1986;1987,1986:137;1987:137,True,0,1986,137
1979,GILCREST RE-1,Weld,1986;1987,1986:1792;1987:1792,True,0,1986,1792
1979,EATON RE-2,Weld,1986;1987,1986:1235;1987:1235,True,0,1986,1235
1979,KEENESBURG RE-3(J),Weld,1986;1987,1986:1307;1987:1307,True,0,1986,1307
1979,WINDSOR RE-4,Weld,1986;1987,1986:1410;1987:1410,True,0,1986,1410
1979,JOHNSTOWN-MILLIKEN RE-5J,Weld,1986;1987,1986:1118;1987:1118,True,0,1986,1118
1979,GREELEY 6,Weld,1986;1987,1986:10386;1987:10386,True,0,1986,10386
1979,PLATTE VALLEY RE-7,Weld,1986;1987,1986:877;1987:877,True,0,1986,877
1979,FORT LUPTON RE-8,Weld,1986;1987,1986:1934;1987:1934,True,0,1986,1934
1979,AULT-HIGHLAND RE-9,Weld,1986;1987,1986:824;1987:824,True,0,1986,824
1979,GARFIELD,Garfield,1987,1987:179,True,0,1987,1811
1980,MAPLETON 1,Adams,1986;1987,1986:4997;1987:4997,True,0,1986,4997
1980,NORTHGLENN-THORNTON 12,Adams,1986;1987,1986:18443;1987:18443,True,0,1986,18443
1980,ADAMS COUNTY 14,Adams,1986;1987,1986:5848;1987:5848,True,0,1986,5848
1980,BRIGHTON 27J,Adams,1986;1987,1986:4202;1987:4202,True,0,1986,4202
1980,BENNETT 29J,Adams,1986;1987,1986:573;1987:573,True,0,1986,573
1980,STRASBURG 31J,Adams,1986;1987,1986:422;1987:422,True,0,1986,422
1980,WESTMINSTER 50,Adams,1986;1987,1986:12577;1987:12577,True,0,1986,12577
1980,ALAMOSA RE-11J,Alamosa,1986;1987,1986:2356;1987:2356,True,0,1986,2356
1980,SANGRE DE CRISTO RE-22J,Alamosa,1986;1987,1986:293;1987:293,True,0,1986,293
1980,ENGLEWOOD 1,Arapahoe,1986;1987,1986:3726;1987:3726,True,0,1986,3726
1980,SHERIDAN 2,Arapahoe,1986;1987,1986:1636;1987:1636,True,0,1986,1636
1980,CHERRY CREEK 5,Arapahoe,1986;1987,1986:20877;1987:20877,True,0,1986,20877
1980,LITTLETON 6,Arapahoe,1986;1987,1986:16926;1987:16926,True,0,1986,16926
1980,DEER TRAIL 26J,Arapahoe,1986;1987,1986:159;1987:159,True,0,1986,159
1980,ADAMS-ARAPAHOE 28J,Arapahoe,1986;1987,1986:22922;1987:22922,True,0,1986,22922
1980,BYERS 32J,Arapahoe,1986;1987,1986:340;1987:340,True,0,1986,340
1980,ARCHULETA COUNTY 50 JT,Archuleta,1986;1987,1986:1023;1987:1023,True,0,1986,1023
1980,WALSH RE-1,Baca,1986;1987,1986:405;1987:405,True,0,1986,405
1980,PRITCHETT RE-3,Baca,1986;1987,1986:71;1987:71,True,0,1986,71
1980,SPRINGFIELD RE-4,Baca,1986;1987,1986:462;1987:462,True,0,1986,462
1980,VILAS RE-5,Baca,1986;1987,1986:76;1987:76,True,0,1986,76
1980,CAMPO RE-6,Baca,1986;1987,1986:127;1987:127,True,0,1986,127
1980,LAS ANIMAS RE-1,Bent,1986;1987,1986:951;1987:951,True,0,1986,951
1980,MC CLAVE RE-2,Bent,1986;1987,1986:211;1987:211,True,0,1986,211
1980,ST. VRAIN VALLEY RE 1J,Boulder,1986;1987,1986:14624;1987:14624,True,0,1986,14624
1980,BOULDER VALLEY RE 2(J),Boulder,1986;1987,1986:20817;1987:20817,True,0,1986,20817
1980,BUENA VISTA R-31,Chaffee,1986;1987,1986:1289;1987:1289,True,0,1986,1289
1980,SALIDA R-32(J),Chaffee,1986;1987,1986:1472;1987:1472,True,0,1986,1472
1980,KIT CARSON R-1,Cheyenne,1986;1987,1986:115;1987:115,True,0,1986,115
1980,CHEYENNE COUNTY RE-5*,Cheyenne,1986;1987,1986:317;1987:317,True,0,1986,317
1980,ARAPAHOE R-3*,Cheyenne,1986;1987,1986:57;1987:57,True,0,1986,57
1980,CLEAR CREEK RE-1,Clear Creek,1986;1987,1986:1299;1987:1299,True,0,1986,1299
1980,NORTH CONEJOS RE-1J,Conejos,1986;1987,1986:1201;1987:1201,True,0,1986,1201
1980,SANFORD 6J,Conejos,1986;1987,1986:306;1987:306,True,0,1986,306
1980,SOUTH CONEJOS RE-10,Conejos,1986;1987,1986:597;1987:597,True,0,1986,597
1980,CENTENNIAL R-1,Costilla,1986;1987,1986:518;1987:518,True,0,1986,518
1980,SIERRA GRANDE R-30,Costilla,1986;1987,1986:232;1987:232,True,0,1986,232
1980,CROWLEY COUNTY RE-1-J,Crowley,1986;1987,1986:535;1987:535,True,0,1986,535
1980,CONSOLIDATED C-1,Custer,1986;1987,1986:270;1987:270,True,0,1986,270
1980,DELTA COUNTY 50(J),Delta,1986;1987,1986:4362;1987:4362,True,0,1986,4362
1980,DENVER COUNTY 1,Denver,1986;1987,1986:64290;1987:64290,True,0,1986,64290
1980,DOLores COUNTY RE NO.1,Dolores,1986;1987,1986:372;1987:372,True,0,1986,372
1980,DOUGLAS COUNTY RE 1(J),Douglas,1986;1987,1986:6759;1987:6759,True,0,1986,6759
1980,EAGLE COUNTY RE 50(J),Eagle,1986;1987,1986:1801;1987:1801,True,0,1986,1801
1980,ELIZABETH C-1,Elbert,1986;1987,1986:957;1987:957,True,0,1986,957
1980,KIOWA C-2,Elbert,1986;1987,1986:179;1987:179,True,0,1986,179
1980,BIG SANDY 100(J),Elbert,1986;1987,1986:257;1987:257,True,0,1986,257
1980,ELBERT 200,Elbert,1986;1987,1986:158;1987:158,True,0,1986,158
1980,AGATE,Elbert,1986;1987,1986:40;1987:40,True,0,1986,40
1980,CALHAN,El Paso,1986;1987,1986:308;1987:308,True,0,1986,308
1980,HARRISON,El Paso,1986;1987,1986:7219;1987:7219,True,0,1986,7219
1980,WIDEFIELD,El Paso,1986;1987,1986:6680;1987:6680,True,0,1986,6680
1980,FOUNTAIN,El Paso,1986;1987,1986:3323;1987:3323,True,0,1986,3323
1980,COLORADO SPRINGS,El Paso,1986;1987,1986:30978;1987:30978,True,0,1986,30978
1980,CHEYENNE MOUNTAIN,El Paso,1986;1987,1986:2017;1987:2017,True,0,1986,2017
1980,MANITOU SPRINGS,El Paso,1986;1987,1986:1122;1987:1122,True,0,1986,1122
1980,ACADEMY 20,El Paso,1986;1987,1986:5270;1987:5270,True,0,1986,5270
1980,ELLICOTT 22,El Paso,1986;1987,1986:390;1987:390,True,0,1986,390
1980,PEYTON 23 JT,El Paso,1986;1987,1986:231;1987:231,True,0,1986,231
1980,HANOVER 28,El Paso,1986;1987,1986:66;1987:66,True,0,1986,66
1980,LEWIS-PALMER 38,El Paso,1986;1987,1986:1308;1987:1308,True,0,1986,1308
1980,FALCON 49,El Paso,1986;1987,1986:1363;1987:1363,True,0,1986,1363
1980,EDISON 54 JT,El Paso,1986;1987,1986:30;1987:30,True,0,1986,30
1980,MIAMI/YODER 60 JT,El Paso,1986;1987,1986:131;1987:131,True,0,1986,131
1980,CANON CITY RE-1,Fremont,1986;1987,1986:3504;1987:3504,True,0,1986,3504
1980,FLORENCE RE-2(J),Fremont,1986;1987,1986:1665;1987:1665,True,0,1986,1665
1980,COTOPAXI RE-3,Fremont,1986;1987,1986:214;1987:214,True,0,1986,214
1980,ROARING FORK RE-1(J),Garfield,1986;1987,1986:3138;1987:3138,True,0,1986,3138
1980,GILPIN COUNTY RE-1,Gilpin,1986;1987,1986:288;1987:288,True,0,1986,288
1980,WEST GRAND 1(JT),Grand,1986;1987,1986:542;1987:542,True,0,1986,542
1980,EAST GRAND 2,Grand,1986;1987,1986:940;1987:940,True,0,1986,940
1980,GUNNISON WATERSHED RE1J,Gunnison,1986;1987,1986:1503;1987:1503,True,0,1986,1503
1980,HINSDALE COUNTY RE. 1,Hinsdale,1986;1987,1986:30;1987:30,True,0,1986,30
1980,HUERFANO RE-1,Huerfano,1986;1987,1986:1037;1987:1037,True,0,1986,1037
1980,LA VETA RE-2,Huerfano,1986;1987,1986:212;1987:212,True,0,1986,212
1980,NORTH PARK R-1,Jackson,1986;1987,1986:441;1987:441,True,0,1986,441
1980,JEFFERSON COUNTY R-1,Jefferson,1986;1987,1986:78067;1987:78067,True,0,1986,78067
1980,EADS RE-1,Kiowa,1986;1987,1986:332;1987:332,True,0,1986,332
1980,PLAINVIEW RE-2,Kiowa,1986;1987,1986:84;1987:84,True,0,1986,84
1980,ARRIBA-FLAGLER C-20*,Kit Carson,1986;1987,1986:184;1987:184,True,0,1986,184
1980,HI-PLAINS R-23**,Kit Carson,1986;1987,1986:57;1987:57,True,0,1986,57
1980,VONA R-3,Kit Carson,1986;1987,1986:68;1987:68,True,0,1986,68
1980,STRATTON R-4,Kit Carson,1986;1987,1986:284;1987:284,True,0,1986,284
1980,BETHUNE R-5,Kit Carson,1986;1987,1986:126;1987:126,True,0,1986,126
1980,BURLINGTON RE-6J,Kit Carson,1986;1987,1986:1016;1987:1016,True,0,1986,1016
1980,LAKE COUNTY R-1,Lake,1986;1987,1986:1922;1987:1922,True,0,1986,1922
1980,DURANGO 9-R,La Plata,1986;1987,1986:3638;1987:3638,True,0,1986,3638
1980,BAYFIELD 10 JT-R,La Plata,1986;1987,1986:587;1987:587,True,0,1986,587
1980,IGNACIO 11 JT,La Plata,1986;1987,1986:940;1987:940,True,0,1986,940
1980,POUDRE R-1,Larimer,1986;1987,1986:14747;1987:14747,True,0,1986,14747
1980,THOMPSON R-2J,Larimer,1986;1987,1986:10205;1987:10205,True,0,1986,10205
1980,PARK (ESTES PARK) R-3(J),Larimer,1986;1987,1986:995;1987:995,True,0,1986,995
1980,TRINIDAD 1,Las Animas,1986;1987,1986:1816;1987:1816,True,0,1986,1816
1980,PRIMERO REORGANIZED 2,Las Animas,1986;1987,1986:232;1987:232,True,0,1986,232
1980,HOEHNE REORGANIZED 3,Las Animas,1986;1987,1986:316;1987:316,True,0,1986,316
1980,AGUILAR REORGANIZED 6,Las Animas,1986;1987,1986:213;1987:213,True,0,1986,213
1980,BRANSON REORGANIZED 82,Las Animas,1986;1987,1986:58;1987:58,True,0,1986,58
1980,KIM REORGANIZED 88,Las Animas,1986;1987,1986:107;1987:107,True,0,1986,107
1980,GENOA-HUGO C113*,Lincoln,1986;1987,1986:185;1987:185,True,0,1986,185
1980,LIMON RE-4J,Lincoln,1986;1987,1986:465;1987:465,True,0,1986,465
1980,GENOA RE 13*,Lincoln,1986;1987,1986:76;1987:76,True,0,1986,76
1980,KARVAL RE-23,Lincoln,1986;1987,1986:71;1987:71,True,0,1986,71
1980,ARRIBA RE 31*,Lincoln,1986;1987,1986:57;1987:57,True,0,1986,57
1980,VALLEY RE-1,Logan,1986;1987,1986:3264;1987:3264,True,0,1986,3264
1980,FRENCHMAN RE-3,Logan,1986;1987,1986:202;1987:202,True,0,1986,202
1980,BUFFALO RE-4(J),Logan,1986;1987,1986:251;1987:251,True,0,1986,251
1980,PLATEAU RE-5,Logan,1986;1987,1986:161;1987:161,True,0,1986,161
1980,DEBEQUE 49JT,Mesa,1986;1987,1986:130;1987:130,True,0,1986,130
1980,PLATEAU VALLEY 50,Mesa,1986;1987,1986:400;1987:400,True,0,1986,400
1980,MESA COUNTY VALLEY 51,Mesa,1986;1987,1986:15465;1987:15465,True,0,1986,15465
1980,CREEDE CONSOLIDATED 1,Mineral,1986;1987,1986:178;1987:178,True,0,1986,178
1980,MOFFAT COUNTY RE: NO 1,Moffat,1986;1987,1986:2866;1987:2866,True,0,1986,2866
1980,MONTEZUMA-CORTEZ RE-1,Montezuma,1986;1987,1986:2994;1987:2994,True,0,1986,2994
1980,MANCOS RE-6,Montezuma,1986;1987,1986:422;1987:422,True,0,1986,422
1980,MONTROSE COUNTY RE-1J,MONTROSE,1986;1987,1986:4493;1987:4493,True,0,1986,4493
1980,BRUSH RE-2(J),Morgan,1986;1987,1986:1378;1987:1378,True,0,1986,1378
1980,FORT MORGAN RE-3,Morgan,1986;1987,1986:2674;1987:2674,True,0,1986,2674
1980,WELDON VALLEY RE-20(J),Morgan,1986;1987,1986:148;1987:148,True,0,1986,148
1980,WIGGINS RE-50(J),Morgan,1986;1987,1986:456;1987:456,True,0,1986,456
1980,EAST OTERO R-1,Otero,1986;1987,1986:2438;1987:2438,True,0,1986,2438
1980,ROCKY FORD R-2,Otero,1986;1987,1986:1484;1987:1484,True,0,1986,1484
1980,MANZANOLA 3J,Otero,1986;1987,1986:299;1987:299,True,0,1986,299
1980,FOWLER R-4J,Otero,1986;1987,1986:492;1987:492,True,0,1986,492
1980,CHERAW 31,Otero,1986;1987,1986:180;1987:180,True,0,1986,180
1980,SWINK,Otero,1986;1987,1986:341;1987:341,True,0,1986,341
1980,OURAY,Ouray,1986;1987,1986:183;1987:183,True,0,1986,183
1980,PLATTE CANYON,Park,1986;1987,1986:987;1987:987,True,0,1986,987
1980,PARK COUNTY,Park,1986;1987,1986:383;1987:383,True,0,1986,383
1980,HOLYOKE,Phillips,1986;1987,1986:630;1987:630,True,0,1986,630
1980,HAXTUN,Phillips,1986;1987,1986:324;1987:324,True,0,1986,324
1980,ASPEN,Pitkin,1986;1987,1986:957;1987:957,True,0,1986,957
1980,GRANADA RE-1,Prowers,1986;1987,1986:334;1987:334,True,0,1986,334
1980,LAMAR RE-2,Prowers,1986;1987,1986:1990;1987:1990,True,0,1986,1990
1980,HOLLY RE-3,Prowers,1986;1987,1986:381;1987:381,True,0,1986,381
1980,WILEY RE-13 JT,Prowers,1986;1987,1986:242;1987:242,True,0,1986,242
1980,PUEBLO CITY 60,Pueblo,1986;1987,1986:20847;1987:20847,True,0,1986,20847
1980,PUEBLO COUNTY RURAL 70,Pueblo,1986;1987,1986:4775;1987:4775,True,0,1986,4775
1980,MEEKER RE1,Rio Blanco,1986;1987,1986:917;1987:917,True,0,1986,917
1980,RANGELY RE-4,Rio Blanco,1986;1987,1986:563;1987:563,True,0,1986,563
1980,DEL NORTE,Rio Grande,1986;1987,1986:763;1987:763,True,0,1986,763
1980,MONTE VISTA,Rio Grande,1986;1987,1986:1386;1987:1386,True,0,1986,1386
1980,SARGENT,Rio Grande,1986;1987,1986:399;1987:399,True,0,1986,399
1980,HAYDEN,Routt,1986;1987,1986:533;1987:533,True,0,1986,533
1980,STEAMBOAT SPRINGS,Routt,1986;1987,1986:1432;1987:1432,True,0,1986,1432
1980,SOUTH ROUTT,Routt,1986;1987,1986:539;1987:539,True,0,1986,539
1980,MOUNTAIN VALLEY,Saguache,1986;1987,1986:230;1987:230,True,0,1986,230
1980,MOFFAT,Saguache,1986;1987,1986:95;1987:95,True,0,1986,95
1980,CENTER 26 JT.,SAGUACHE,1986;1987,1986:582;1987:582,True,0,1986,582
1980,SILVERTON 1,SAN JUAN,1986;1987,1986:170;1987:170,True,0,1986,170
1980,TELLURIDE R-1,SAN MIGUEL,1986;1987,1986:213;1987:213,True,0,1986,213
1980,NORWOOD R-2J,SAN MIGUEL,1986;1987,1986:333;1987:333,True,0,1986,333
1980,EGNAR 18,SAN MIGUEL,1986;1987,1986:74;1987:74,True,0,1986,74
1980,JULESBURG RE-1,SEDGWICK,1986;1987,1986:375;1987:375,True,0,1986,375
1980,PLATTE VALLEY RE-3,SEDGWICK,1986;1987,1986:280;1987:280,True,0,1986,280
1980,SUMMIT RE-1,SUMMIT,1986;1987,1986:1335;1987:1335,True,0,1986,1335
1980,WOODLAND PARK RE-2,Teller,1986;1987,1986:1762;1987:1762,True,0,1986,1762
1980,AKRON R-1,Washington,1986;1987,1986:495;1987:495,True,0,1986,495
1980,ARICKAREE R-2,Washington,1986;1987,1986:130;1987:130,True,0,1986,130
1980,OTIS R-3,Washington,1986;1987,1986:193;1987:193,True,0,1986,193
1980,LONE STAR 101,Washington,1986;1987,1986:65;1987:65,True,0,1986,65
1980,WOODLIN 104,Washington,1986;1987,1986:114;1987:114,True,0,1986,114
1980,GILCREST RE-1,Weld,1986;1987,1986:1800;1987:1800,True,0,1986,1800
1980,EATON RE-2,Weld,1986;1987,1986:1187;1987:1187,True,0,1986,1187
1980,KEENESBURG RE-3(J),Weld,1986;1987,1986:1281;1987:1281,True,0,1986,1281
1980,WINDSOR RE-4,Weld,1986;1987,1986:1436;1987:1436,True,0,1986,1436
1980,JOHNSTOWN-MILLIKEN RE-5J,Weld,1986;1987,1986:1254;1987:1254,True,0,1986,1254
1980,GREELEY 6,Weld,1986;1987,1986:10158;1987:10158,True,0,1986,10158
1980,PLATTE VALLEY RE-7,Weld,1986;1987,1986:890;1987:890,True,0,1986,890
1980,FORT LUPTON RE-8,Weld,1986;1987,1986:1994;1987:1994,True,0,1986,1994
1980,AULT-HIGHLAND RE-9,Weld,1986;1987,1986:763;1987:763,True,0,1986,763
1980,GARFIELD,Garfield,1987,1987:203,True,0,1987,2064
1981,MAPLETON 1,Adams,1986;1987,1986:4864;1987:4864,True,0,1986,4864
1981,NORTHGLENN-THORNTON 12,Adams,1986;1987,1986:18470;1987:18470,True,0,1986,18470
1981,ADAMS COUNTY 14,Adams,1986;1987,1986:5910;1987:5910,True,0,1986,5910
1981,BRIGHTON 27J,Adams,1986;1987,1986:4114;1987:4114,True,0,1986,4114
1981,BENNETT 29J,Adams,1986;1987,1986:631;1987:631,True,0,1986,631
1981,STRASBURG 31J,Adams,1986;1987,1986:425;1987:425,True,0,1986,425
1981,WESTMINSTER 50,Adams,1986;1987,1986:12059;1987:12059,True,0,1986,12059
1981,ALAMOSA RE-11J,Alamosa,1986;1987,1986:2238;1987:2238,True,0,1986,2238
1981,SANGRE DE CRISTO RE-22J,Alamosa,1986;1987,1986:258;1987:258,True,0,1986,258
1981,ENGLEWOOD 1,Arapahoe,1986;1987,1986:3535;1987:3535,True,0,1986,3535
1981,SHERIDAN 2,Arapahoe,1986;1987,1986:1649;1987:1649,True,0,1986,1649
1981,CHERRY CREEK 5,Arapahoe,1986;1987,1986:21886;1987:21886,True,0,1986,21886
1981,LITTLETON 6,Arapahoe,1986;1987,1986:16919;1987:16919,True,0,1986,16919
1981,DEER TRAIL 26J,Arapahoe,1986;1987,1986:143;1987:143,True,0,1986,143
1981,ADAMS-ARAPAHOE 28J,Arapahoe,1986;1987,1986:23412;1987:23412,True,0,1986,23412
1981,BYERS 32J,Arapahoe,1986;1987,1986:366;1987:366,True,0,1986,366
1981,ARCHULETA COUNTY 50 JT,Archuleta,1986;1987,1986:1033;1987:1033,True,0,1986,1033
1981,WALSH RE-1,Baca,1986;1987,1986:372;1987:372,True,0,1986,372
1981,PRITCHETT RE-3,Baca,1986;1987,1986:73;1987:73,True,0,1986,73
1981,SPRINGFIELD RE-4,Baca,1986;1987,1986:450;1987:450,True,0,1986,450
1981,VILAS RE-5,Baca,1986;1987,1986:96;1987:96,True,0,1986,96
1981,CAMPO RE-6,Baca,1986;1987,1986:113;1987:113,True,0,1986,113
1981,LAS ANIMAS RE-1,Bent,1986;1987,1986:904;1987:904,True,0,1986,904
1981,MC CLAVE RE-2,Bent,1986;1987,1986:198;1987:198,True,0,1986,198
1981,ST. VRAIN VALLEY RE 1J,Boulder,1986;1987,1986:14579;1987:14579,True,0,1986,14579
1981,BOULDER VALLEY RE 2(J),Boulder,1986;1987,1986:20520;1987:20520,True,0,1986,20520
1981,BUENA VISTA R-31,Chaffee,1986;1987,1986:1239;1987:1239,True,0,1986,1239
1981,SALIDA R-32(J),Chaffee,1986;1987,1986:1381;1987:1381,True,0,1986,1381
1981,KIT CARSON R-1,Cheyenne,1986;1987,1986:113;1987:113,True,0,1986,113
1981,CHEYENNE COUNTY RE-5*,Cheyenne,1986;1987,1986:313;1987:313,True,0,1986,313
1981,ARAPAHOE R-3*,Cheyenne,1986;1987,1986:51;1987:51,True,0,1986,51
1981,CLEAR CREEK RE-1,Clear Creek,1986;1987,1986:1371;1987:1371,True,0,1986,1371
1981,NORTH CONEJOS RE-1J,Conejos,1986;1987,1986:1179;1987:1179,True,0,1986,1179
1981,SANFORD 6J,Conejos,1986;1987,1986:327;1987:327,True,0,1986,327
1981,SOUTH CONEJOS RE-10,Conejos,1986;1987,1986:586;1987:586,True,0,1986,586
1981,CENTENNIAL R-1,Costilla,1986;1987,1986:518;1987:518,True,0,1986,518
1981,SIERRA GRANDE R-30,Costilla,1986;1987,1986:260;1987:260,True,0,1986,260
1981,CROWLEY COUNTY RE-1-J,Crowley,1986;1987,1986:552;1987:552,True,0,1986,552
1981,CONSOLIDATED C-1,Custer,1986;1987,1986:298;1987:298,True,0,1986,298
1981,DELTA COUNTY 50(J),Delta,1986;1987,1986:4480;1987:4480,True,0,1986,4480
1981,DENVER COUNTY 1,Denver,1986;1987,1986:62438;1987:62438,True,0,1986,62438
1981,DOLores COUNTY RE NO.1,Dolores,1986;1987,1986:336;1987:336,True,0,1986,336
1981,DOUGLAS COUNTY RE 1(J),Douglas,1986;1987,1986:7065;1987:7065,True,0,1986,7065
1981,EAGLE COUNTY RE 50(J),Eagle,1986;1987,1986:2071;1987:2071,True,0,1986,2071
1981,ELIZABETH C-1,Elbert,1986;1987,1986:1001;1987:1001,True,0,1986,1001
1981,KIOWA C-2,Elbert,1986;1987,1986:160;1987:160,True,0,1986,160
1981,BIG SANDY 100(J),Elbert,1986;1987,1986:268;1987:268,True,0,1986,268
1981,ELBERT 200,Elbert,1986;1987,1986:138;1987:138,True,0,1986,138
1981,AGATE,Elbert,1986;1987,1986:42;1987:42,True,0,1986,42
1981,CALHAN,El Paso,1986;1987,1986:311;1987:311,True,0,1986,311
1981,HARRISON,El Paso,1986;1987,1986:7336;1987:7336,True,0,1986,7336
1981,WIDEFIELD,El Paso,1986;1987,1986:6618;1987:6618,True,0,1986,6618
1981,FOUNTAIN,El Paso,1986;1987,1986:3433;1987:3433,True,0,1986,3433
1981,COLORADO SPRINGS,El Paso,1986;1987,1986:30689;1987:30689,True,0,1986,30689
1981,CHEYENNE MOUNTAIN,El Paso,1986;1987,1986:2108;1987:2108,True,0,1986,2108
1981,MANITOU SPRINGS,El Paso,1986;1987,1986:1134;1987:1134,True,0,1986,1134
1981,ACADEMY 20,El Paso,1986;1987,1986:5448;1987:5448,True,0,1986,5448
1981,ELLICOTT 22,El Paso,1986;1987,1986:410;1987:410,True,0,1986,410
1981,PEYTON 23 JT,El Paso,1986;1987,1986:258;1987:258,True,0,1986,258
1981,HANOVER 28,El Paso,1986;1987,1986:64;1987:64,True,0,1986,64
1981,LEWIS-PALMER 38,El Paso,1986;1987,1986:1409;1987:1409,True,0,1986,1409
1981,FALCON 49,El Paso,1986;1987,1986:1462;1987:1462,True,0,1986,1462
1981,EDISON 54 JT,El Paso,1986;1987,1986:38;1987:38,True,0,1986,38
1981,MIAMI/YODER 60 JT,El Paso,1986;1987,1986:148;1987:148,True,0,1986,148
1981,CANON CITY RE-1,Fremont,1986;1987,1986:3448;1987:3448,True,0,1986,3448
1981,FLORENCE RE-2(J),Fremont,1986;1987,1986:1657;1987:1657,True,0,1986,1657
1981,COTOPAXI RE-3,Fremont,1986;1987,1986:225;1987:225,True,0,1986,225
1981,ROARING FORK RE-1(J),Garfield,1986;1987,1986:3147;1987:3147,True,0,1986,3147
1981,GILPIN COUNTY RE-1,Gilpin,1986;1987,1986:295;1987:295,True,0,1986,295
1981,WEST GRAND 1(JT),Grand,1986;1987,1986:543;1987:543,True,0,1986,543
1981,EAST GRAND 2,Grand,1986;1987,1986:1003;1987:1003,True,0,1986,1003
1981,GUNNISON WATERSHED RE1J,Gunnison,1986;1987,1986:1493;1987:1493,True,0,1986,1493
1981,HINSDALE COUNTY RE. 1,Hinsdale,1986;1987,1986:31;1987:31,True,0,1986,31
1981,HUERFANO RE-1,Huerfano,1986;1987,1986:1000;1987:1000,True,0,1986,1000
1981,LA VETA RE-2,Huerfano,1986;1987,1986:229;1987:229,True,0,1986,229
1981,NORTH PARK R-1,Jackson,1986;1987,1986:401;1987:401,True,0,1986,401
1981,JEFFERSON COUNTY R-1,Jefferson,1986;1987,1986:77274;1987:77274,True,0,1986,77274
1981,EADS RE-1,Kiowa,1986;1987,1986:283;1987:283,True,0,1986,283
1981,PLAINVIEW RE-2,Kiowa,1986;1987,1986:79;1987:79,True,0,1986,79
1981,ARRIBA-FLAGLER C-20*,Kit Carson,1986;1987,1986:204;1987:204,True,0,1986,204
1981,HI-PLAINS R-23**,Kit Carson,1986;1987,1986:55;1987:55,True,0,1986,55
