year,ncessch,school_code,district_code,school_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,status,enrollment,teacher_fte,closure_label,closure_confidence,last_year,years_to_last
2006,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,630.0,630.0,32.2912,32.0,1.0,630.0,32.2912,still_open,high,2024,18
2007,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,607.0,607.0,31.228,31.0,1.0,607.0,31.228,still_open,high,2024,17
2008,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,621.0,621.0,30.5934,30.0,1.0,621.0,30.5934,still_open,high,2024,16
2009,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,610.0,610.0,35.25,35.0,1.0,610.0,35.25,still_open,high,2024,15
2010,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,603.0,603.0,35.247,35.0,1.0,603.0,35.247,still_open,high,2024,14
2011,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,581.0,581.0,33.0,33.0,1.0,581.0,33.0,still_open,high,2024,13
2012,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,592.0,592.0,31.87,31.0,1.0,592.0,31.87,still_open,high,2024,12
2013,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,608.0,608.0,33.62,33.0,1.0,608.0,33.62,still_open,high,2024,11
2014,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,593.0,593.0,33.59,33.0,1.0,593.0,33.59,still_open,high,2024,10
2015,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,594.0,594.0,31.7,31.0,1.0,594.0,31.7,still_open,high,2024,9
2016,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,547.0,547.0,32.5,32.0,1.0,547.0,32.5,still_open,high,2024,8
2017,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,522.0,522.0,,31.0,1.0,522.0,31.0,still_open,high,2024,7
2018,080537000908,5286,0470,SUNSET MIDDLE SCHOOL,482.0,482.0,29.0,29.0,1.0,482.0,29.0,still_open,high,2024,6
2019,080537000908,5286,0470,Sunset Middle School,453.0,453.0,28.0,27.0,1.0,453.0,28.0,still_open,high,2024,5
2020,080537000908,5286,0470,Sunset Middle School,430.0,430.0,,28.0,1.0,430.0,28.0,still_open,high,2024,4
2021,080537000908,5286,0470,Sunset Middle School,395.0,395.0,,28.0,1.0,395.0,28.0,still_open,high,2024,3
2022,080537000908,5286,0470,Sunset Middle School,377.0,377.0,26.3,26.0,1.0,377.0,26.3,still_open,high,2024,2
2023,080537000908,5286,0470,Sunset Middle School,341.0,341.0,26.0,26.0,1.0,341.0,26.0,still_open,high,2024,1
2024,080537000908,5286,0470,Sunset Middle School,316.0,316.0,25.3,25.0,1.0,316.0,25.3,still_open,high,2024,0
1986,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1080.0,,51.0,1.0,1080.0,51.0,still_open,high,2024,38
1987,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1034.0,,49.0,1.0,1034.0,49.0,still_open,high,2024,37
1988,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,979.0,,46.0,1.0,979.0,46.0,still_open,high,2024,36
1989,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,908.0,,45.0,1.0,908.0,45.0,still_open,high,2024,35
1990,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,894.0,,41.0,1.0,894.0,41.0,still_open,high,2024,34
1991,080537000909,5282,,LONGMONT HIGH SCHOOL,,1280.0,,58.0,1.0,1280.0,58.0,still_open,high,2024,33
1992,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1318.0,,62.0,1.0,1318.0,62.0,still_open,high,2024,32
1993,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1356.0,,65.0,1.0,1356.0,65.0,still_open,high,2024,31
1994,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1475.0,,66.0,1.0,1475.0,66.0,still_open,high,2024,30
1995,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1550.0,,75.0,1.0,1550.0,75.0,still_open,high,2024,29
1996,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1659.0,,76.0,1.0,1659.0,76.0,still_open,high,2024,28
1997,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1705.0,,69.0,1.0,1705.0,69.0,still_open,high,2024,27
1998,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1704.0,,76.0,1.0,1704.0,76.0,still_open,high,2024,26
1999,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1705.0,,75.0,1.0,1705.0,75.0,still_open,high,2024,25
2000,080537000909,5282,0470,LONGMONT HIGH SCHOOL,,1707.0,79.3276,80.0,1.0,1707.0,79.3276,still_open,high,2024,24
2001,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1492.0,1492.0,76.593,77.0,1.0,1492.0,76.593,still_open,high,2024,23
2002,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1443.0,1443.0,72.884,73.0,1.0,1443.0,72.884,still_open,high,2024,22
2003,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1377.0,1377.0,66.9636,67.0,1.0,1377.0,66.9636,still_open,high,2024,21
2004,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1412.0,1412.0,66.6782,66.0,1.0,1412.0,66.6782,still_open,high,2024,20
2005,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1457.0,1457.0,66.5368,67.0,1.0,1457.0,66.5368,still_open,high,2024,19
2006,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1392.0,1392.0,67.7802,67.0,1.0,1392.0,67.7802,still_open,high,2024,18
2007,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1321.0,1321.0,67.7118,67.0,1.0,1321.0,67.7118,still_open,high,2024,17
2008,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1225.0,1225.0,61.372,61.0,1.0,1225.0,61.372,still_open,high,2024,16
2009,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1209.0,1209.0,62.6889,62.0,1.0,1209.0,62.6889,still_open,high,2024,15
2010,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1222.0,1222.0,61.401,61.0,1.0,1222.0,61.401,still_open,high,2024,14
2011,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1201.0,1201.0,57.97,57.0,1.0,1201.0,57.97,still_open,high,2024,13
2012,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1192.0,1192.0,57.96,57.0,1.0,1192.0,57.96,still_open,high,2024,12
2013,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1192.0,1192.0,57.17,57.0,1.0,1192.0,57.17,still_open,high,2024,11
2014,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1176.0,1176.0,57.3045,57.0,1.0,1176.0,57.3045,still_open,high,2024,10
2015,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1188.0,1188.0,58.01,58.0,1.0,1188.0,58.01,still_open,high,2024,9
2016,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1294.0,1294.0,57.05,57.0,1.0,1294.0,57.05,still_open,high,2024,8
2017,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1299.0,1299.0,,62.0,1.0,1299.0,62.0,still_open,high,2024,7
2018,080537000909,5282,0470,LONGMONT HIGH SCHOOL,1307.0,1307.0,59.51,59.0,1.0,1307.0,59.51,still_open,high,2024,6
2019,080537000909,5282,0470,Longmont High School,1261.0,1261.0,61.9,61.0,1.0,1261.0,61.9,still_open,high,2024,5
2020,080537000909,5282,0470,Longmont High School,1265.0,1265.0,,62.0,1.0,1265.0,62.0,still_open,high,2024,4
2021,080537000909,5282,0470,Longmont High School,1275.0,1275.0,,61.0,1.0,1275.0,61.0,still_open,high,2024,3
2022,080537000909,5282,0470,Longmont High School,1263.0,1262.0,63.0,63.0,1.0,1263.0,63.0,still_open,high,2024,2
2023,080537000909,5282,0470,Longmont High School,1254.0,1254.0,63.8,63.0,1.0,1254.0,63.8,still_open,high,2024,1
2024,080537000909,5282,0470,Longmont High School,1269.0,1268.0,62.8,62.0,1.0,1269.0,62.8,still_open,high,2024,0
1986,080537000910,5288,0470,LONGS PEAK JR. HIGH SCHOOL,,934.0,,47.0,1.0,934.0,47.0,still_open,high,2024,38
1987,080537000910,5288,0470,LONGS PEAK JR. HIGH SCHOOL,,908.0,,46.0,1.0,908.0,46.0,still_open,high,2024,37
1988,080537000910,5288,0470,LONGS PEAK JR. HIGH SCHOOL,,879.0,,44.0,1.0,879.0,44.0,still_open,high,2024,36
1989,080537000910,5288,0470,LONGS PEAK JR. HIGH SCHOOL,,937.0,,46.0,1.0,937.0,46.0,still_open,high,2024,35
1990,080537000910,5288,0470,LONGS PEAK JR. HIGH SCHOOL,,928.0,,48.0,1.0,928.0,48.0,still_open,high,2024,34
1991,080537000910,5288,,LONGS PEAK JUNIOR HIGH SCHOOL,,769.0,,35.0,1.0,769.0,35.0,still_open,high,2024,33
1992,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,707.0,,32.0,1.0,707.0,32.0,still_open,high,2024,32
1993,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,751.0,,33.0,1.0,751.0,33.0,still_open,high,2024,31
1994,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,754.0,,39.0,1.0,754.0,39.0,still_open,high,2024,30
1995,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,727.0,,41.0,1.0,727.0,41.0,still_open,high,2024,29
1996,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,737.0,,38.0,1.0,737.0,38.0,still_open,high,2024,28
1997,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,736.0,,38.0,1.0,736.0,38.0,still_open,high,2024,27
1998,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,718.0,,37.0,1.0,718.0,37.0,still_open,high,2024,26
1999,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,720.0,,35.0,1.0,720.0,35.0,still_open,high,2024,25
2000,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,,722.0,40.4409,40.0,1.0,722.0,40.4409,still_open,high,2024,24
2001,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,732.0,732.0,39.5958,40.0,1.0,732.0,39.5958,still_open,high,2024,23
2002,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,756.0,756.0,41.4123,42.0,1.0,756.0,41.4123,still_open,high,2024,22
2003,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,731.0,731.0,40.0768,40.0,1.0,731.0,40.0768,still_open,high,2024,21
2004,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,670.0,670.0,37.662,37.0,1.0,670.0,37.662,still_open,high,2024,20
2005,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,589.0,589.0,35.6483,36.0,1.0,589.0,35.6483,still_open,high,2024,19
2006,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,542.0,542.0,29.5495,29.0,1.0,542.0,29.5495,still_open,high,2024,18
2007,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,496.0,496.0,32.3012,32.0,1.0,496.0,32.3012,still_open,high,2024,17
2008,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,512.0,512.0,30.7753,30.0,1.0,512.0,30.7753,still_open,high,2024,16
2009,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,467.0,467.0,31.55,31.0,1.0,467.0,31.55,still_open,high,2024,15
2010,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,450.0,450.0,29.478,29.0,1.0,450.0,29.478,still_open,high,2024,14
2011,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,419.0,419.0,28.65,28.0,1.0,419.0,28.65,still_open,high,2024,13
2012,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,422.0,422.0,26.83,26.0,1.0,422.0,26.83,still_open,high,2024,12
2013,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,432.0,432.0,28.7,28.0,1.0,432.0,28.7,still_open,high,2024,11
2014,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,467.0,467.0,31.9972,32.0,1.0,467.0,31.9972,still_open,high,2024,10
2015,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,446.0,446.0,32.35,32.0,1.0,446.0,32.35,still_open,high,2024,9
2016,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,419.0,419.0,28.69,28.0,1.0,419.0,28.69,still_open,high,2024,8
2017,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,452.0,452.0,,30.0,1.0,452.0,30.0,still_open,high,2024,7
2018,080537000910,5288,0470,LONGS PEAK MIDDLE SCHOOL,460.0,460.0,33.69,33.0,1.0,460.0,33.69,still_open,high,2024,6
2019,080537000910,5288,0470,Longs Peak Middle School,458.0,458.0,33.4,33.0,1.0,458.0,33.4,still_open,high,2024,5
2020,080537000910,5288,0470,Longs Peak Middle School,426.0,426.0,,29.0,1.0,426.0,29.0,still_open,high,2024,4
2021,080537000910,5288,0470,Longs Peak Middle School,391.0,391.0,,30.0,1.0,391.0,30.0,still_open,high,2024,3
2022,080537000910,5288,0470,Longs Peak Middle School,396.0,396.0,30.0,30.0,1.0,396.0,30.0,still_open,high,2024,2
2023,080537000910,5288,0470,Longs Peak Middle School,382.0,382.0,30.5,30.0,1.0,382.0,30.5,still_open,high,2024,1
2024,080537000910,5288,0470,Longs Peak Middle School,382.0,381.0,30.5,30.0,1.0,382.0,30.5,still_open,high,2024,0
1986,080537000911,5364,0470,LYONS ELEM SCHOOL,,313.0,,12.0,1.0,313.0,12.0,still_open,high,2024,38
1987,080537000911,5364,0470,LYONS ELEM SCHOOL,,331.0,,10.0,1.0,331.0,10.0,still_open,high,2024,37
1988,080537000911,5364,0470,LYONS ELEM SCHOOL,,306.0,,11.0,1.0,306.0,11.0,still_open,high,2024,36
1989,080537000911,5364,0470,LYONS ELEM SCHOOL,,314.0,,12.0,1.0,314.0,12.0,still_open,high,2024,35
1990,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,322.0,,16.0,1.0,322.0,16.0,still_open,high,2024,34
1991,080537000911,5364,,LYONS ELEMENTARY SCHOOL,,340.0,,15.0,1.0,340.0,15.0,still_open,high,2024,33
1992,080537000911,5364,0470,LYONS ELEM SCHOOL,,325.0,,15.0,1.0,325.0,15.0,still_open,high,2024,32
1993,080537000911,5364,0470,LYONS ELEM SCHOOL,,323.0,,15.0,1.0,323.0,15.0,still_open,high,2024,31
1994,080537000911,5364,0470,LYONS ELEM SCHOOL,,336.0,,15.0,1.0,336.0,15.0,still_open,high,2024,30
1995,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,330.0,,13.0,1.0,330.0,13.0,still_open,high,2024,29
1996,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,326.0,,14.0,1.0,326.0,14.0,still_open,high,2024,28
1997,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,307.0,,12.0,1.0,307.0,12.0,still_open,high,2024,27
1998,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,286.0,,11.0,1.0,286.0,11.0,still_open,high,2024,26
1999,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,243.0,,11.0,1.0,243.0,11.0,still_open,high,2024,25
2000,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,,214.0,10.1831,10.0,1.0,214.0,10.1831,still_open,high,2024,24
2001,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,203.0,203.0,12.3178,12.0,1.0,203.0,12.3178,still_open,high,2024,23
2002,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,194.0,194.0,12.03,12.0,1.0,194.0,12.03,still_open,high,2024,22
2003,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,202.0,202.0,12.8572,13.0,1.0,202.0,12.8572,still_open,high,2024,21
2004,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,194.0,194.0,10.9341,11.0,1.0,194.0,10.9341,still_open,high,2024,20
2005,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,213.0,213.0,11.345,12.0,1.0,213.0,11.345,still_open,high,2024,19
2006,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,237.0,237.0,10.82,10.0,1.0,237.0,10.82,still_open,high,2024,18
2007,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,275.0,275.0,13.891,13.0,1.0,275.0,13.891,still_open,high,2024,17
2008,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,284.0,284.0,14.3682,14.0,1.0,284.0,14.3682,still_open,high,2024,16
2009,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,269.0,269.0,15.32,15.0,1.0,269.0,15.32,still_open,high,2024,15
2010,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,286.0,286.0,16.07,16.0,1.0,286.0,16.07,still_open,high,2024,14
2011,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,307.0,307.0,17.15,17.0,1.0,307.0,17.15,still_open,high,2024,13
2012,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,348.0,348.0,17.1,17.0,1.0,348.0,17.1,still_open,high,2024,12
2013,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,339.0,339.0,17.94,17.0,1.0,339.0,17.94,still_open,high,2024,11
2014,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,357.0,357.0,19.21,19.0,1.0,357.0,19.21,still_open,high,2024,10
2015,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,342.0,342.0,19.06,19.0,1.0,342.0,19.06,still_open,high,2024,9
2016,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,346.0,346.0,17.55,17.0,1.0,346.0,17.55,still_open,high,2024,8
2017,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,337.0,337.0,,18.0,1.0,337.0,18.0,still_open,high,2024,7
2018,080537000911,5364,0470,LYONS ELEMENTARY SCHOOL,339.0,339.0,18.39,18.0,1.0,339.0,18.39,still_open,high,2024,6
2019,080537000911,5364,0470,Lyons Elementary School,312.0,312.0,18.4,18.0,1.0,312.0,18.4,still_open,high,2024,5
2020,080537000911,5364,0470,Lyons Elementary School,255.0,255.0,,17.0,1.0,255.0,17.0,still_open,high,2024,4
2021,080537000911,5364,0470,Lyons Elementary School,285.0,285.0,,18.0,1.0,285.0,18.0,still_open,high,2024,3
2022,080537000911,5364,0470,Lyons Elementary School,265.0,265.0,18.3,18.0,1.0,265.0,18.3,still_open,high,2024,2
2023,080537000911,5364,0470,Lyons Elementary School,267.0,267.0,17.8,17.0,1.0,267.0,17.8,still_open,high,2024,1
2024,080537000911,5364,0470,Lyons Elementary School,255.0,255.0,17.5,17.0,1.0,255.0,17.5,still_open,high,2024,0
1986,080537000912,5368,0470,LYONS JR-SR HIGH SCHOOL,,289.0,,20.0,1.0,289.0,20.0,still_open,high,2024,38
1987,080537000912,5368,0470,LYONS JR-SR HIGH SCHOOL,,265.0,,21.0,1.0,265.0,21.0,still_open,high,2024,37
1988,080537000912,5368,0470,LYONS JR-SR HIGH SCHOOL,,258.0,,21.0,1.0,258.0,21.0,still_open,high,2024,36
1989,080537000912,5368,0470,LYONS JR-SR HIGH SCHOOL,,255.0,,19.0,1.0,255.0,19.0,still_open,high,2024,35
1990,080537000912,5368,0470,LYONS JR-SR HIGH SCHOOL,,233.0,,19.0,1.0,233.0,19.0,still_open,high,2024,34
1991,080537000912,5368,,LYONS JUNIOR/SENIOR HIGH,,233.0,,18.0,1.0,233.0,18.0,still_open,high,2024,33
1992,080537000912,5368,0470,LYONS JR-SR HIGH SCHOOL,,273.0,,19.0,1.0,273.0,19.0,still_open,high,2024,32
1993,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOO,,279.0,,18.0,1.0,279.0,18.0,still_open,high,2024,31
1994,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOO,,306.0,,21.0,1.0,306.0,21.0,still_open,high,2024,30
1995,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,322.0,,21.0,1.0,322.0,21.0,still_open,high,2024,29
1996,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,328.0,,20.0,1.0,328.0,20.0,still_open,high,2024,28
1997,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,334.0,,19.0,1.0,334.0,19.0,still_open,high,2024,27
1998,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,339.0,,20.0,1.0,339.0,20.0,still_open,high,2024,26
1999,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,391.0,,22.0,1.0,391.0,22.0,still_open,high,2024,25
2000,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,391.0,25.2274,25.0,1.0,391.0,25.2274,still_open,high,2024,24
2001,080537000912,5368,0470,LYONS MIDDLE/SR HIGH SCHOO,,381.0,28.9972,29.0,1.0,381.0,28.9972,still_open,high,2024,23
2002,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,,366.0,26.5532,26.0,1.0,366.0,26.5532,still_open,high,2024,22
2003,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,391.0,391.0,22.9148,23.0,1.0,391.0,22.9148,still_open,high,2024,21
2004,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,407.0,407.0,25.134,25.0,1.0,407.0,25.134,still_open,high,2024,20
2005,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,410.0,410.0,23.8565,25.0,1.0,410.0,23.8565,still_open,high,2024,19
2006,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,444.0,444.0,23.8562,23.0,1.0,444.0,23.8562,still_open,high,2024,18
2007,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,444.0,444.0,25.203,25.0,1.0,444.0,25.203,still_open,high,2024,17
2008,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,448.0,448.0,23.5869,23.0,1.0,448.0,23.5869,still_open,high,2024,16
2009,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,441.0,441.0,25.6714,25.0,1.0,441.0,25.6714,still_open,high,2024,15
2010,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,441.0,441.0,27.17,27.0,1.0,441.0,27.17,still_open,high,2024,14
2011,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,440.0,440.0,23.97,23.0,1.0,440.0,23.97,still_open,high,2024,13
2012,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,404.0,404.0,24.33,24.0,1.0,404.0,24.33,still_open,high,2024,12
2013,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,405.0,405.0,23.49,23.0,1.0,405.0,23.49,still_open,high,2024,11
2014,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,399.0,399.0,23.99,23.0,1.0,399.0,23.99,still_open,high,2024,10
2015,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,399.0,399.0,23.15,23.0,1.0,399.0,23.15,still_open,high,2024,9
2016,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,411.0,411.0,23.15,23.0,1.0,411.0,23.15,still_open,high,2024,8
2017,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,417.0,417.0,,24.0,1.0,417.0,24.0,still_open,high,2024,7
2018,080537000912,5368,0470,LYONS MIDDLE/SENIOR HIGH SCHOOL,398.0,398.0,23.48,23.0,1.0,398.0,23.48,still_open,high,2024,6
2019,080537000912,5368,0470,Lyons Middle/Senior High School,397.0,397.0,24.1,24.0,1.0,397.0,24.1,still_open,high,2024,5
2020,080537000912,5368,0470,Lyons Middle/Senior High School,398.0,398.0,,24.0,1.0,398.0,24.0,still_open,high,2024,4
2021,080537000912,5368,0470,Lyons Middle/Senior High School,366.0,362.0,,24.0,1.0,366.0,24.0,still_open,high,2024,3
2022,080537000912,5368,0470,Lyons Middle/Senior High School,374.0,372.0,23.6,23.0,1.0,374.0,23.6,still_open,high,2024,2
2023,080537000912,5368,0470,Lyons Middle/Senior High School,355.0,352.0,24.3,24.0,1.0,355.0,24.3,still_open,high,2024,1
2024,080537000912,5368,0470,Lyons Middle/Senior High School,347.0,344.0,23.9,23.0,1.0,347.0,23.9,still_open,high,2024,0
1986,080537000914,5726,0470,MEAD ELEM SCHOOL,,454.0,,19.0,1.0,454.0,19.0,still_open,high,2024,38
1987,080537000914,5726,0470,MEAD ELEM SCHOOL,,492.0,,19.0,1.0,492.0,19.0,still_open,high,2024,37
1988,080537000914,5726,0470,MEAD ELEM SCHOOL,,503.0,,20.0,1.0,503.0,20.0,still_open,high,2024,36
1989,080537000914,5726,0470,MEAD ELEM SCHOOL,,503.0,,20.0,1.0,503.0,20.0,still_open,high,2024,35
1990,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,474.0,,22.0,1.0,474.0,22.0,still_open,high,2024,34
1991,080537000914,5726,,MEAD ELEMENTARY SCHOOL,,418.0,,17.0,1.0,418.0,17.0,still_open,high,2024,33
1992,080537000914,5726,0470,MEAD ELEM SCHOOL,,492.0,,19.0,1.0,492.0,19.0,still_open,high,2024,32
1993,080537000914,5726,0470,MEAD ELEM SCHOOL,,487.0,,19.0,1.0,487.0,19.0,still_open,high,2024,31
1994,080537000914,5726,0470,MEAD ELEM SCHOOL,,448.0,,20.0,1.0,448.0,20.0,still_open,high,2024,30
1995,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,486.0,,22.0,1.0,486.0,22.0,still_open,high,2024,29
1996,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,588.0,,24.0,1.0,588.0,24.0,still_open,high,2024,28
1997,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,599.0,,25.0,1.0,599.0,25.0,still_open,high,2024,27
1998,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,701.0,,30.0,1.0,701.0,30.0,still_open,high,2024,26
1999,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,758.0,,32.0,1.0,758.0,32.0,still_open,high,2024,25
2000,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,,763.0,34.8364,34.0,1.0,763.0,34.8364,still_open,high,2024,24
2001,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,476.0,476.0,30.7484,30.0,1.0,476.0,30.7484,still_open,high,2024,23
2002,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,467.0,467.0,27.8695,27.0,1.0,467.0,27.8695,still_open,high,2024,22
2003,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,504.0,504.0,24.1374,24.0,1.0,504.0,24.1374,still_open,high,2024,21
2004,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,495.0,495.0,25.733,26.0,1.0,495.0,25.733,still_open,high,2024,20
2005,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,490.0,490.0,24.4601,25.0,1.0,490.0,24.4601,still_open,high,2024,19
2006,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,517.0,517.0,23.96,24.0,1.0,517.0,23.96,still_open,high,2024,18
2007,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,505.0,505.0,29.0111,29.0,1.0,505.0,29.0111,still_open,high,2024,17
2008,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,512.0,512.0,25.5165,25.0,1.0,512.0,25.5165,still_open,high,2024,16
2009,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,520.0,520.0,27.06,27.0,1.0,520.0,27.06,still_open,high,2024,15
